номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал,отклонение_пцт,наименование_статьи
ОП-2018-000701,МСТ-001,Инкай,СКВ-00701,2018-10-21,2018-11-05,490.4,538.6,15,ЗТР-01,2086.84,2447.51,360.67,2018,10,Q4,17.3,ГСМ и топливо
ОП-2018-000701,МСТ-001,Инкай,СКВ-00701,2018-10-21,2018-11-05,490.4,538.6,15,ЗТР-09,112.33,129.55,17.22,2018,10,Q4,15.3,Прочие расходы
ОП-2018-000701,МСТ-001,Инкай,СКВ-00701,2018-10-21,2018-11-05,490.4,538.6,15,ЗТР-08,493.54,575.53,81.99,2018,10,Q4,16.6,Охрана труда и ТБ
ОП-2018-000758,МСТ-011,Северный Харасан,СКВ-00758,2018-10-22,2018-10-30,278.0,305.3,8,ЗТР-03,1565.39,1833.37,267.98,2018,10,Q4,17.1,Материалы и запчасти
ОП-2018-000697,МСТ-001,Инкай,СКВ-00697,2018-10-23,2018-11-04,504.4,461.0,12,ЗТР-04,1657.43,1924.54,267.11,2018,10,Q4,16.1,Транспорт и логистика
ОП-2018-000748,МСТ-009,Ирколь,СКВ-00748,2018-10-23,2018-11-12,928.1,898.6,20,ЗТР-05,1753.26,2033.07,279.81,2018,10,Q4,16.0,Амортизация оборудования
ОП-2018-000697,МСТ-001,Инкай,СКВ-00697,2018-10-23,2018-11-04,504.4,461.0,12,ЗТР-07,577.21,674.14,96.93,2018,10,Q4,16.8,Электроэнергия
ОП-2018-000697,МСТ-001,Инкай,СКВ-00697,2018-10-23,2018-11-04,504.4,461.0,12,ЗТР-06,1171.95,1348.61,176.66,2018,10,Q4,15.1,Подрядные работы
ОП-2018-000748,МСТ-009,Ирколь,СКВ-00748,2018-10-23,2018-11-12,928.1,898.6,20,ЗТР-06,2676.23,3122.44,446.21,2018,10,Q4,16.7,Подрядные работы
ОП-2018-000719,МСТ-004,Южный Инкай,СКВ-00719,2018-10-25,2018-11-06,446.3,487.6,12,ЗТР-04,1053.55,1213.78,160.23,2018,10,Q4,15.2,Транспорт и логистика
ОП-2018-000719,МСТ-004,Южный Инкай,СКВ-00719,2018-10-25,2018-11-06,446.3,487.6,12,ЗТР-07,1101.56,1287.5,185.94,2018,10,Q4,16.9,Электроэнергия
ОП-2018-000716,МСТ-004,Южный Инкай,СКВ-00716,2018-10-25,2018-11-14,774.7,805.2,20,ЗТР-08,165.1,192.81,27.71,2018,10,Q4,16.8,Охрана труда и ТБ
ОП-2018-000790,МСТ-004,Южный Инкай,СКВ-00790,2018-11-01,2018-11-08,423.6,407.6,7,ЗТР-07,646.68,753.02,106.34,2018,11,Q4,16.4,Электроэнергия
ОП-2018-000819,МСТ-008,Уванас,СКВ-00819,2018-11-02,2018-11-11,454.3,436.9,9,ЗТР-04,1392.58,1611.73,219.15,2018,11,Q4,15.7,Транспорт и логистика
ОП-2018-000794,МСТ-004,Южный Инкай,СКВ-00794,2018-11-03,2018-11-21,790.4,838.8,18,ЗТР-09,551.98,636.89,84.91,2018,11,Q4,15.4,Прочие расходы
ОП-2018-000845,МСТ-012,Заречное,СКВ-00845,2018-11-03,2018-11-20,760.0,715.5,17,ЗТР-01,3408.53,3961.98,553.45,2018,11,Q4,16.2,ГСМ и топливо
ОП-2018-000794,МСТ-004,Южный Инкай,СКВ-00794,2018-11-03,2018-11-21,790.4,838.8,18,ЗТР-03,4450.46,5232.77,782.31,2018,11,Q4,17.6,Материалы и запчасти
ОП-2018-000782,МСТ-003,Акдала,СКВ-00782,2018-11-04,2018-11-26,727.7,721.5,22,ЗТР-09,326.82,381.38,54.56,2018,11,Q4,16.7,Прочие расходы
ОП-2018-000770,МСТ-001,Инкай,СКВ-00770,2018-11-04,2018-11-18,563.2,598.8,14,ЗТР-05,1735.93,2042.13,306.2,2018,11,Q4,17.6,Амортизация оборудования
ОП-2018-000770,МСТ-001,Инкай,СКВ-00770,2018-11-04,2018-11-18,563.2,598.8,14,ЗТР-08,520.19,611.46,91.27,2018,11,Q4,17.5,Охрана труда и ТБ
ОП-2018-000842,МСТ-012,Заречное,СКВ-00842,2018-11-04,2018-11-23,720.3,725.3,19,ЗТР-03,3244.03,3806.9,562.87,2018,11,Q4,17.4,Материалы и запчасти
ОП-2018-000800,МСТ-005,Харасан,СКВ-00800,2018-11-07,2018-11-24,615.4,609.0,17,ЗТР-04,736.72,856.01,119.29,2018,11,Q4,16.2,Транспорт и логистика
ОП-2018-000795,МСТ-005,Харасан,СКВ-00795,2018-11-07,2018-11-20,656.4,624.4,13,ЗТР-06,2547.98,2941.65,393.67,2018,11,Q4,15.5,Подрядные работы
ОП-2018-000779,МСТ-002,Буденовское,СКВ-00779,2018-11-07,2018-11-13,251.4,265.4,6,ЗТР-06,1363.15,1587.78,224.63,2018,11,Q4,16.5,Подрядные работы
ОП-2018-000815,МСТ-006,Мынкудук,СКВ-00815,2018-11-08,2018-11-19,395.5,414.2,11,ЗТР-05,844.03,973.68,129.65,2018,11,Q4,15.4,Амортизация оборудования
ОП-2018-000820,МСТ-008,Уванас,СКВ-00820,2018-11-09,2018-12-04,943.9,868.2,25,ЗТР-07,890.53,1027.22,136.69,2018,11,Q4,15.3,Электроэнергия
ОП-2018-000820,МСТ-008,Уванас,СКВ-00820,2018-11-09,2018-12-04,943.9,868.2,25,ЗТР-01,5924.77,6962.87,1038.1,2018,11,Q4,17.5,ГСМ и топливо
ОП-2018-000837,МСТ-011,Северный Харасан,СКВ-00837,2018-11-10,2018-11-18,442.5,470.1,8,ЗТР-08,561.67,654.84,93.17,2018,11,Q4,16.6,Охрана труда и ТБ
ОП-2018-000837,МСТ-011,Северный Харасан,СКВ-00837,2018-11-10,2018-11-18,442.5,470.1,8,ЗТР-06,1456.89,1680.33,223.44,2018,11,Q4,15.3,Подрядные работы
ОП-2018-000834,МСТ-009,Ирколь,СКВ-00834,2018-11-10,2018-11-20,396.6,429.0,10,ЗТР-02,1459.17,1709.23,250.06,2018,11,Q4,17.1,Заработная плата
ОП-2018-000824,МСТ-008,Уванас,СКВ-00824,2018-11-11,2018-11-24,785.2,715.0,13,ЗТР-07,4468.05,5241.04,772.99,2018,11,Q4,17.3,Электроэнергия
ОП-2018-000817,МСТ-007,Канжуган,СКВ-00817,2018-11-11,2018-11-18,304.2,300.6,7,ЗТР-04,1062.6,1229.88,167.28,2018,11,Q4,15.7,Транспорт и логистика
ОП-2018-000768,МСТ-001,Инкай,СКВ-00768,2018-11-12,2018-11-19,451.9,460.9,7,ЗТР-03,1211.37,1414.29,202.92,2018,11,Q4,16.8,Материалы и запчасти
ОП-2018-000836,МСТ-010,Жалпак,СКВ-00836,2018-11-12,2018-11-24,493.0,525.7,12,ЗТР-04,1294.85,1500.71,205.86,2018,11,Q4,15.9,Транспорт и логистика
ОП-2018-000773,МСТ-001,Инкай,СКВ-00773,2018-11-12,2018-12-10,948.3,880.8,28,ЗТР-04,2832.29,3310.43,478.14,2018,11,Q4,16.9,Транспорт и логистика
ОП-2018-000773,МСТ-001,Инкай,СКВ-00773,2018-11-12,2018-12-10,948.3,880.8,28,ЗТР-02,5376.32,6275.4,899.08,2018,11,Q4,16.7,Заработная плата
ОП-2018-000773,МСТ-001,Инкай,СКВ-00773,2018-11-12,2018-12-10,948.3,880.8,28,ЗТР-01,3429.09,3948.01,518.92,2018,11,Q4,15.1,ГСМ и топливо
ОП-2018-000786,МСТ-003,Акдала,СКВ-00786,2018-11-12,2018-11-27,691.1,680.9,15,ЗТР-07,1544.43,1783.25,238.82,2018,11,Q4,15.5,Электроэнергия
ОП-2018-000844,МСТ-012,Заречное,СКВ-00844,2018-11-12,2018-11-26,760.6,699.7,14,ЗТР-05,949.14,1113.57,164.43,2018,11,Q4,17.3,Амортизация оборудования
ОП-2018-000792,МСТ-004,Южный Инкай,СКВ-00792,2018-11-14,2018-11-24,606.8,597.6,10,ЗТР-02,2236.19,2574.36,338.17,2018,11,Q4,15.1,Заработная плата
ОП-2018-000784,МСТ-003,Акдала,СКВ-00784,2018-11-14,2018-11-24,637.3,615.4,10,ЗТР-07,1441.52,1681.47,239.95,2018,11,Q4,16.6,Электроэнергия
ОП-2018-000807,МСТ-006,Мынкудук,СКВ-00807,2018-11-15,2018-12-08,895.3,820.8,23,ЗТР-06,4026.23,4687.47,661.24,2018,11,Q4,16.4,Подрядные работы
ОП-2018-000826,МСТ-009,Ирколь,СКВ-00826,2018-11-15,2018-12-06,784.2,783.6,21,ЗТР-09,598.28,695.5,97.22,2018,11,Q4,16.2,Прочие расходы
ОП-2018-000823,МСТ-008,Уванас,СКВ-00823,2018-11-15,2018-12-05,925.7,872.9,20,ЗТР-06,2905.5,3359.75,454.25,2018,11,Q4,15.6,Подрядные работы
ОП-2018-000823,МСТ-008,Уванас,СКВ-00823,2018-11-15,2018-12-05,925.7,872.9,20,ЗТР-08,190.08,219.52,29.44,2018,11,Q4,15.5,Охрана труда и ТБ
ОП-2018-000810,МСТ-006,Мынкудук,СКВ-00810,2018-11-15,2018-12-01,907.6,844.8,16,ЗТР-09,151.46,175.28,23.82,2018,11,Q4,15.7,Прочие расходы
ОП-2018-000826,МСТ-009,Ирколь,СКВ-00826,2018-11-15,2018-12-06,784.2,783.6,21,ЗТР-08,698.65,808.64,109.99,2018,11,Q4,15.7,Охрана труда и ТБ
ОП-2018-000810,МСТ-006,Мынкудук,СКВ-00810,2018-11-15,2018-12-01,907.6,844.8,16,ЗТР-04,2944.81,3424.9,480.09,2018,11,Q4,16.3,Транспорт и логистика
ОП-2018-000775,МСТ-001,Инкай,СКВ-00775,2018-11-15,2018-11-29,464.1,461.2,14,ЗТР-06,321.53,374.16,52.63,2018,11,Q4,16.4,Подрядные работы
ОП-2018-000801,МСТ-005,Харасан,СКВ-00801,2018-11-15,2018-11-26,663.9,653.0,11,ЗТР-07,980.61,1149.37,168.76,2018,11,Q4,17.2,Электроэнергия
ОП-2018-000788,МСТ-003,Акдала,СКВ-00788,2018-11-15,2018-11-25,374.0,409.6,10,ЗТР-04,722.74,845.14,122.4,2018,11,Q4,16.9,Транспорт и логистика
ОП-2018-000805,МСТ-005,Харасан,СКВ-00805,2018-11-16,2018-11-27,448.8,444.8,11,ЗТР-03,976.75,1146.58,169.83,2018,11,Q4,17.4,Материалы и запчасти
ОП-2018-000813,МСТ-006,Мынкудук,СКВ-00813,2018-11-17,2018-11-26,469.9,512.9,9,ЗТР-05,4057.07,4730.09,673.02,2018,11,Q4,16.6,Амортизация оборудования
ОП-2018-000838,МСТ-011,Северный Харасан,СКВ-00838,2018-11-18,2018-11-24,328.9,305.1,6,ЗТР-04,1220.83,1416.64,195.81,2018,11,Q4,16.0,Транспорт и логистика
ОП-2018-000827,МСТ-009,Ирколь,СКВ-00827,2018-11-18,2018-12-06,841.6,875.4,18,ЗТР-01,3042.51,3575.49,532.98,2018,11,Q4,17.5,ГСМ и топливо
ОП-2018-000827,МСТ-009,Ирколь,СКВ-00827,2018-11-18,2018-12-06,841.6,875.4,18,ЗТР-06,2411.11,2792.33,381.22,2018,11,Q4,15.8,Подрядные работы
ОП-2018-000838,МСТ-011,Северный Харасан,СКВ-00838,2018-11-18,2018-11-24,328.9,305.1,6,ЗТР-01,2344.59,2736.24,391.65,2018,11,Q4,16.7,ГСМ и топливо
ОП-2018-000809,МСТ-006,Мынкудук,СКВ-00809,2018-11-18,2018-12-11,868.6,863.0,23,ЗТР-04,2402.22,2777.21,374.99,2018,11,Q4,15.6,Транспорт и логистика
ОП-2018-000843,МСТ-012,Заречное,СКВ-00843,2018-11-19,2018-12-03,560.2,510.9,14,ЗТР-01,1783.14,2074.97,291.83,2018,11,Q4,16.4,ГСМ и топливо
ОП-2018-000811,МСТ-006,Мынкудук,СКВ-00811,2018-11-19,2018-12-01,544.4,500.6,12,ЗТР-02,2851.71,3309.03,457.32,2018,11,Q4,16.0,Заработная плата
ОП-2018-000835,МСТ-009,Ирколь,СКВ-00835,2018-11-20,2018-12-01,629.7,601.1,11,ЗТР-05,1493.62,1723.48,229.86,2018,11,Q4,15.4,Амортизация оборудования
ОП-2018-000835,МСТ-009,Ирколь,СКВ-00835,2018-11-20,2018-12-01,629.7,601.1,11,ЗТР-02,3639.65,4224.14,584.49,2018,11,Q4,16.1,Заработная плата
ОП-2018-000816,МСТ-007,Канжуган,СКВ-00816,2018-11-22,2018-11-30,260.8,287.4,8,ЗТР-01,2208.15,2564.72,356.57,2018,11,Q4,16.1,ГСМ и топливо
ОП-2018-000787,МСТ-003,Акдала,СКВ-00787,2018-11-23,2018-12-09,545.4,545.0,16,ЗТР-07,386.76,454.72,67.96,2018,11,Q4,17.6,Электроэнергия
ОП-2018-000787,МСТ-003,Акдала,СКВ-00787,2018-11-23,2018-12-09,545.4,545.0,16,ЗТР-05,775.82,899.63,123.81,2018,11,Q4,16.0,Амортизация оборудования
ОП-2018-000831,МСТ-009,Ирколь,СКВ-00831,2018-11-23,2018-12-02,537.2,502.0,9,ЗТР-09,363.3,419.63,56.33,2018,11,Q4,15.5,Прочие расходы
ОП-2018-000831,МСТ-009,Ирколь,СКВ-00831,2018-11-23,2018-12-02,537.2,502.0,9,ЗТР-06,2073.59,2388.61,315.02,2018,11,Q4,15.2,Подрядные работы
ОП-2018-000831,МСТ-009,Ирколь,СКВ-00831,2018-11-23,2018-12-02,537.2,502.0,9,ЗТР-07,915.1,1053.44,138.34,2018,11,Q4,15.1,Электроэнергия
ОП-2018-000802,МСТ-005,Харасан,СКВ-00802,2018-11-24,2018-12-05,672.6,630.2,11,ЗТР-02,9983.91,11640.21,1656.3,2018,11,Q4,16.6,Заработная плата
ОП-2018-000802,МСТ-005,Харасан,СКВ-00802,2018-11-24,2018-12-05,672.6,630.2,11,ЗТР-03,1665.67,1933.92,268.25,2018,11,Q4,16.1,Материалы и запчасти
ОП-2018-000802,МСТ-005,Харасан,СКВ-00802,2018-11-24,2018-12-05,672.6,630.2,11,ЗТР-09,116.64,135.88,19.24,2018,11,Q4,16.5,Прочие расходы
ОП-2018-000841,МСТ-011,Северный Харасан,СКВ-00841,2018-11-25,2018-12-03,328.9,355.8,8,ЗТР-04,780.45,913.27,132.82,2018,11,Q4,17.0,Транспорт и логистика
ОП-2018-000840,МСТ-011,Северный Харасан,СКВ-00840,2018-11-25,2018-12-01,194.3,201.5,6,ЗТР-03,821.8,955.9,134.1,2018,11,Q4,16.3,Материалы и запчасти
ОП-2018-000781,МСТ-002,Буденовское,СКВ-00781,2018-11-26,2018-12-09,520.7,480.2,13,ЗТР-07,465.27,538.53,73.26,2018,11,Q4,15.7,Электроэнергия
ОП-2018-000778,МСТ-001,Инкай,СКВ-00778,2018-11-26,2018-12-06,629.0,578.1,10,ЗТР-02,2656.18,3088.91,432.73,2018,11,Q4,16.3,Заработная плата
ОП-2018-000822,МСТ-008,Уванас,СКВ-00822,2018-11-26,2018-12-05,491.6,543.0,9,ЗТР-07,639.79,737.3,97.51,2018,11,Q4,15.2,Электроэнергия
ОП-2018-000830,МСТ-009,Ирколь,СКВ-00830,2018-11-26,2018-12-10,886.1,853.5,14,ЗТР-03,3186.28,3669.95,483.67,2018,11,Q4,15.2,Материалы и запчасти
ОП-2018-000818,МСТ-008,Уванас,СКВ-00818,2018-11-27,2018-12-08,632.3,656.9,11,ЗТР-08,645.16,746.47,101.31,2018,11,Q4,15.7,Охрана труда и ТБ
ОП-2018-000825,МСТ-008,Уванас,СКВ-00825,2018-11-28,2018-12-10,407.0,422.5,12,ЗТР-01,2537.38,2942.47,405.09,2018,11,Q4,16.0,ГСМ и топливо
ОП-2018-000825,МСТ-008,Уванас,СКВ-00825,2018-11-28,2018-12-10,407.0,422.5,12,ЗТР-02,3082.05,3579.09,497.04,2018,11,Q4,16.1,Заработная плата
ОП-2018-000825,МСТ-008,Уванас,СКВ-00825,2018-11-28,2018-12-10,407.0,422.5,12,ЗТР-05,980.8,1139.36,158.56,2018,11,Q4,16.2,Амортизация оборудования
ОП-2018-000882,МСТ-004,Южный Инкай,СКВ-00882,2018-12-01,2018-12-17,483.3,512.1,16,ЗТР-08,638.46,741.39,102.93,2018,12,Q4,16.1,Охрана труда и ТБ
ОП-2018-000925,МСТ-012,Заречное,СКВ-00925,2018-12-02,2018-12-24,774.8,713.1,22,ЗТР-05,1953.16,2250.68,297.52,2018,12,Q4,15.2,Амортизация оборудования
ОП-2018-000925,МСТ-012,Заречное,СКВ-00925,2018-12-02,2018-12-24,774.8,713.1,22,ЗТР-03,850.8,995.69,144.89,2018,12,Q4,17.0,Материалы и запчасти
ОП-2018-000878,МСТ-004,Южный Инкай,СКВ-00878,2018-12-02,2018-12-23,759.2,781.0,21,ЗТР-04,1837.89,2156.97,319.08,2018,12,Q4,17.4,Транспорт и логистика
ОП-2018-000878,МСТ-004,Южный Инкай,СКВ-00878,2018-12-02,2018-12-23,759.2,781.0,21,ЗТР-02,6114.11,7176.32,1062.21,2018,12,Q4,17.4,Заработная плата
ОП-2018-000860,МСТ-001,Инкай,СКВ-00860,2018-12-02,2018-12-21,788.1,836.4,19,ЗТР-09,108.27,124.7,16.43,2018,12,Q4,15.2,Прочие расходы
ОП-2018-000860,МСТ-001,Инкай,СКВ-00860,2018-12-02,2018-12-21,788.1,836.4,19,ЗТР-08,1009.58,1170.52,160.94,2018,12,Q4,15.9,Охрана труда и ТБ
ОП-2018-000914,МСТ-009,Ирколь,СКВ-00914,2018-12-03,2018-12-20,619.4,685.9,17,ЗТР-01,4685.64,5429.34,743.7,2018,12,Q4,15.9,ГСМ и топливо
ОП-2018-000914,МСТ-009,Ирколь,СКВ-00914,2018-12-03,2018-12-20,619.4,685.9,17,ЗТР-03,1305.54,1520.03,214.49,2018,12,Q4,16.4,Материалы и запчасти
ОП-2018-000898,МСТ-006,Мынкудук,СКВ-00898,2018-12-04,2018-12-24,905.1,859.2,20,ЗТР-02,6410.58,7495.74,1085.16,2018,12,Q4,16.9,Заработная плата
ОП-2018-000887,МСТ-005,Харасан,СКВ-00887,2018-12-04,2018-12-15,524.4,574.0,11,ЗТР-07,1431.27,1664.17,232.9,2018,12,Q4,16.3,Электроэнергия
ОП-2018-000855,МСТ-001,Инкай,СКВ-00855,2018-12-05,2018-12-24,730.8,709.6,19,ЗТР-01,2712.2,3171.46,459.26,2018,12,Q4,16.9,ГСМ и топливо
ОП-2018-000855,МСТ-001,Инкай,СКВ-00855,2018-12-05,2018-12-24,730.8,709.6,19,ЗТР-09,594.8,699.62,104.82,2018,12,Q4,17.6,Прочие расходы
ОП-2018-000864,МСТ-002,Буденовское,СКВ-00864,2018-12-06,2018-12-10,251.7,269.4,4,ЗТР-04,859.03,990.04,131.01,2018,12,Q4,15.3,Транспорт и логистика
ОП-2018-000926,МСТ-012,Заречное,СКВ-00926,2018-12-06,2018-12-19,668.2,690.3,13,ЗТР-07,3120.93,3656.15,535.22,2018,12,Q4,17.1,Электроэнергия
ОП-2018-000901,МСТ-007,Канжуган,СКВ-00901,2018-12-06,2018-12-11,328.5,333.1,5,ЗТР-01,1275.82,1485.46,209.64,2018,12,Q4,16.4,ГСМ и топливо
ОП-2018-000894,МСТ-006,Мынкудук,СКВ-00894,2018-12-07,2018-12-19,531.4,551.0,12,ЗТР-07,1110.25,1279.11,168.86,2018,12,Q4,15.2,Электроэнергия
ОП-2018-000907,МСТ-008,Уванас,СКВ-00907,2018-12-07,2018-12-18,523.6,551.4,11,ЗТР-04,997.45,1161.93,164.48,2018,12,Q4,16.5,Транспорт и логистика
ОП-2018-000875,МСТ-004,Южный Инкай,СКВ-00875,2018-12-08,2018-12-21,715.7,673.7,13,ЗТР-01,4757.52,5575.36,817.84,2018,12,Q4,17.2,ГСМ и топливо
ОП-2018-000908,МСТ-008,Уванас,СКВ-00908,2018-12-08,2018-12-21,594.9,652.6,13,ЗТР-07,5554.58,6401.92,847.34,2018,12,Q4,15.3,Электроэнергия
ОП-2018-000889,МСТ-005,Харасан,СКВ-00889,2018-12-10,2018-12-21,497.9,505.6,11,ЗТР-04,499.69,580.66,80.97,2018,12,Q4,16.2,Транспорт и логистика
ОП-2018-000858,МСТ-001,Инкай,СКВ-00858,2018-12-10,2018-12-22,566.8,542.2,12,ЗТР-08,431.63,507.72,76.09,2018,12,Q4,17.6,Охрана труда и ТБ
ОП-2018-000859,МСТ-001,Инкай,СКВ-00859,2018-12-10,2018-12-23,810.2,736.9,13,ЗТР-04,1222.59,1430.14,207.55,2018,12,Q4,17.0,Транспорт и логистика
ОП-2018-000913,МСТ-009,Ирколь,СКВ-00913,2018-12-10,2018-12-21,409.0,430.0,11,ЗТР-05,1257.1,1461.8,204.7,2018,12,Q4,16.3,Амортизация оборудования
ОП-2018-000913,МСТ-009,Ирколь,СКВ-00913,2018-12-10,2018-12-21,409.0,430.0,11,ЗТР-01,1685.93,1961.17,275.24,2018,12,Q4,16.3,ГСМ и топливо
ОП-2018-000867,МСТ-002,Буденовское,СКВ-00867,2018-12-11,2018-12-16,235.7,232.8,5,ЗТР-07,673.88,792.69,118.81,2018,12,Q4,17.6,Электроэнергия
ОП-2018-000867,МСТ-002,Буденовское,СКВ-00867,2018-12-11,2018-12-16,235.7,232.8,5,ЗТР-08,347.44,399.96,52.52,2018,12,Q4,15.1,Охрана труда и ТБ
ОП-2018-000867,МСТ-002,Буденовское,СКВ-00867,2018-12-11,2018-12-16,235.7,232.8,5,ЗТР-03,1478.32,1737.55,259.23,2018,12,Q4,17.5,Материалы и запчасти
ОП-2018-000917,МСТ-009,Ирколь,СКВ-00917,2018-12-12,2018-12-23,515.8,495.7,11,ЗТР-08,239.8,278.38,38.58,2018,12,Q4,16.1,Охрана труда и ТБ
ОП-2018-000912,МСТ-009,Ирколь,СКВ-00912,2018-12-12,2018-12-29,650.0,660.2,17,ЗТР-01,3485.4,4073.65,588.25,2018,12,Q4,16.9,ГСМ и топливо
ОП-2018-000912,МСТ-009,Ирколь,СКВ-00912,2018-12-12,2018-12-29,650.0,660.2,17,ЗТР-09,497.84,578.85,81.01,2018,12,Q4,16.3,Прочие расходы
ОП-2018-000899,МСТ-006,Мынкудук,СКВ-00899,2018-12-13,2018-12-27,440.8,483.0,14,ЗТР-08,238.49,274.39,35.9,2018,12,Q4,15.1,Охрана труда и ТБ
ОП-2018-000927,МСТ-012,Заречное,СКВ-00927,2018-12-14,2018-12-26,525.7,527.0,12,ЗТР-06,472.63,553.34,80.71,2018,12,Q4,17.1,Подрядные работы
ОП-2018-000896,МСТ-006,Мынкудук,СКВ-00896,2018-12-16,2018-12-26,572.2,541.2,10,ЗТР-04,1946.85,2259.21,312.36,2018,12,Q4,16.0,Транспорт и логистика
ОП-2018-000919,МСТ-011,Северный Харасан,СКВ-00919,2018-12-16,2018-12-24,464.2,425.1,8,ЗТР-03,1050.43,1232.38,181.95,2018,12,Q4,17.3,Материалы и запчасти
