номер_скважины,наименование_месторождения,глубина_факт_м,год,total_plan,total_fact,cost_per_meter,variance_pct,is_anomaly
СКВ-01665,Ирколь,601.6,2019,11108.69,12168.72,20.23,9.5,False
СКВ-01666,Ирколь,492.2,2019,9470.97,10104.75,20.53,6.7,False
СКВ-01667,Ирколь,888.5,2019,21317.3,22945.67,25.83,7.6,False
СКВ-01668,Ирколь,559.3,2019,13219.74,13681.179999999998,24.46,3.5,False
СКВ-01669,Ирколь,888.7,2019,27411.73,27891.25,31.38,1.7,False
СКВ-01670,Ирколь,710.1,2019,13675.58,13837.07,19.49,1.2,False
СКВ-01671,Ирколь,448.7,2019,15736.98,17113.82,38.14,8.7,False
СКВ-01672,Северный Харасан,527.1,2019,10271.43,10823.25,20.53,5.4,False
СКВ-01673,Северный Харасан,564.5,2019,13090.61,13543.560000000001,23.99,3.5,False
СКВ-01674,Северный Харасан,426.9,2019,13752.93,14560.02,34.11,5.9,False
СКВ-01675,Заречное,458.5,2019,10935.24,11456.84,24.99,4.8,False
СКВ-01676,Заречное,461.4,2019,8434.16,8910.89,19.31,5.7,False
СКВ-01677,Заречное,825.7,2019,23483.34,26137.92,31.66,11.3,False
СКВ-01678,Заречное,509.4,2019,18568.43,19405.6,38.1,4.5,False
СКВ-01679,Заречное,482.6,2019,11045.62,11520.99,23.87,4.3,False
СКВ-01680,Инкай,438.2,2019,9435.76,10385.31,23.7,10.1,False
СКВ-01681,Инкай,471.0,2019,13052.75,13034.35,27.67,-0.1,False
СКВ-01682,Инкай,666.3,2019,9885.67,10970.02,16.46,11.0,False
СКВ-01683,Инкай,813.4,2019,16715.87,17554.05,21.58,5.0,False
СКВ-01684,Инкай,446.9,2019,12075.08,12632.1,28.27,4.6,False
СКВ-01685,Инкай,583.5,2019,18832.07,19426.13,33.29,3.2,False
СКВ-01686,Инкай,544.6,2019,13808.74,15079.29,27.69,9.2,False
СКВ-01687,Инкай,474.6,2019,14887.599999999999,16737.75,35.27,12.4,False
СКВ-01688,Инкай,448.5,2019,10031.67,10511.54,23.44,4.8,False
СКВ-01689,Инкай,519.2,2019,13000.95,13485.56,25.97,3.7,False
СКВ-01690,Инкай,518.2,2019,14991.08,15361.64,29.64,2.5,False
СКВ-01691,Инкай,524.1,2019,14663.85,15550.76,29.67,6.0,False
СКВ-01692,Инкай,869.2,2019,22973.86,23857.68,27.45,3.8,False
СКВ-01693,Инкай,421.7,2019,9668.33,10277.45,24.37,6.3,False
СКВ-01694,Инкай,427.9,2019,10105.59,10575.73,24.72,4.7,False
СКВ-01695,Буденовское,427.9,2019,14450.3,15590.57,36.44,7.9,False
СКВ-01696,Буденовское,311.9,2019,8368.97,8503.71,27.26,1.6,False
СКВ-01697,Буденовское,258.4,2019,9788.13,10062.19,38.94,2.8,False
СКВ-01698,Буденовское,303.1,2019,10002.61,10473.24,34.55,4.7,False
СКВ-01699,Буденовское,363.4,2019,10269.76,10646.98,29.3,3.7,False
СКВ-01700,Буденовское,310.3,2019,9622.36,10171.0,32.78,5.7,False
СКВ-01701,Буденовское,531.6,2019,14303.7,15355.16,28.88,7.4,False
СКВ-01702,Буденовское,396.4,2019,10581.24,11086.21,27.97,4.8,False
СКВ-01703,Акдала,492.2,2019,13121.369999999999,13927.619999999999,28.3,6.1,False
СКВ-01704,Акдала,615.2,2019,17297.59,18441.28,29.98,6.6,False
СКВ-01705,Акдала,846.8,2019,18195.27,18713.85,22.1,2.9,False
СКВ-01706,Акдала,748.6,2019,19207.38,20105.58,26.86,4.7,False
СКВ-01707,Акдала,618.3,2019,13492.79,13770.06,22.27,2.1,False
СКВ-01708,Акдала,574.4,2019,12502.310000000001,13334.91,23.22,6.7,False
СКВ-01709,Акдала,820.5,2019,17813.45,18967.440000000002,23.12,6.5,False
СКВ-01710,Акдала,428.4,2019,15381.48,16271.7,37.98,5.8,False
СКВ-01711,Акдала,860.6,2019,26423.36,27227.59,31.64,3.0,False
СКВ-01712,Акдала,758.8,2019,17973.39,19636.760000000002,25.88,9.3,False
СКВ-01713,Акдала,676.5,2019,16414.19,16750.489999999998,24.76,2.0,False
СКВ-01714,Южный Инкай,532.0,2019,13791.54,14550.69,27.35,5.5,False
СКВ-01715,Южный Инкай,414.2,2019,11456.0,11630.68,28.08,1.5,False
СКВ-01716,Южный Инкай,629.4,2019,13542.97,14219.74,22.59,5.0,False
СКВ-01717,Южный Инкай,731.1,2019,18766.96,19432.14,26.58,3.5,False
СКВ-01718,Южный Инкай,730.5,2019,15382.779999999999,15842.949999999999,21.69,3.0,False
СКВ-01719,Харасан,787.7,2019,30527.28,30780.570000000003,39.08,0.8,False
СКВ-01720,Харасан,671.8,2019,18713.92,19484.1,29.0,4.1,False
СКВ-01721,Харасан,526.7,2019,8489.94,9152.279999999999,17.38,7.8,False
СКВ-01722,Харасан,636.3,2019,16874.66,17951.82,28.21,6.4,False
СКВ-01723,Харасан,777.9,2019,21375.239999999998,22623.43,29.08,5.8,False
СКВ-01724,Харасан,455.3,2019,12922.68,13102.78,28.78,1.4,False
СКВ-01725,Харасан,893.2,2019,30214.7,31933.46,35.75,5.7,False
СКВ-01726,Харасан,567.5,2019,8962.18,10020.22,17.66,11.8,False
СКВ-01727,Харасан,652.1,2019,15870.28,16577.4,25.42,4.5,False
СКВ-01728,Харасан,534.4,2019,13685.439999999999,14068.720000000001,26.33,2.8,False
СКВ-01729,Харасан,883.7,2019,19374.12,20134.81,22.78,3.9,False
СКВ-01730,Мынкудук,580.7,2019,11902.32,12374.07,21.31,4.0,False
СКВ-01731,Мынкудук,504.1,2019,10791.35,11289.35,22.4,4.6,False
СКВ-01732,Мынкудук,553.9,2019,12398.92,13933.75,25.16,12.4,False
СКВ-01733,Мынкудук,707.4,2019,14919.91,15526.86,21.95,4.1,False
СКВ-01734,Мынкудук,791.6,2019,20547.93,21118.37,26.68,2.8,False
СКВ-01735,Мынкудук,552.4,2019,13553.869999999999,14659.0,26.54,8.2,False
СКВ-01736,Мынкудук,653.5,2019,15459.15,16475.34,25.21,6.6,False
СКВ-01737,Мынкудук,894.7,2019,37576.76,38066.75,42.55,1.3,False
СКВ-01738,Мынкудук,513.0,2019,19360.4,20009.21,39.0,3.4,False
СКВ-01739,Мынкудук,404.0,2019,12899.42,14075.03,34.84,9.1,False
СКВ-01740,Мынкудук,408.9,2019,10919.66,11814.25,28.89,8.2,False
СКВ-01741,Мынкудук,426.2,2019,12545.84,12799.48,30.03,2.0,False
СКВ-01742,Мынкудук,600.6,2019,14640.61,15467.23,25.75,5.6,False
СКВ-01743,Канжуган,305.0,2019,8460.0,8948.36,29.34,5.8,False
СКВ-01744,Канжуган,370.9,2019,10894.94,11424.38,30.8,4.9,False
СКВ-01745,Канжуган,249.2,2019,8887.17,9528.09,38.23,7.2,False
СКВ-01746,Канжуган,517.9,2019,16630.48,16838.09,32.51,1.2,False
СКВ-01747,Канжуган,266.0,2019,7508.74,7858.11,29.54,4.7,False
СКВ-01748,Уванас,858.7,2019,24898.96,26538.48,30.91,6.6,False
СКВ-01749,Уванас,630.6,2019,15894.25,16573.88,26.28,4.3,False
СКВ-01750,Уванас,542.0,2019,14264.66,14816.05,27.34,3.9,False
СКВ-01751,Уванас,845.3,2019,24693.86,26536.35,31.39,7.5,False
СКВ-01752,Уванас,400.0,2019,7510.33,7813.8,19.53,4.0,False
СКВ-01753,Уванас,559.0,2019,11666.550000000001,12472.71,22.31,6.9,False
СКВ-01754,Уванас,507.8,2019,9889.51,10534.550000000001,20.75,6.5,False
СКВ-01755,Ирколь,555.2,2019,10141.85,11015.86,19.84,8.6,False
СКВ-01756,Ирколь,553.3,2019,11293.24,12545.94,22.67,11.1,False
СКВ-01757,Ирколь,778.2,2019,15938.85,17270.94,22.19,8.4,False
СКВ-01758,Ирколь,778.0,2019,19298.440000000002,19868.2,25.54,3.0,False
СКВ-01759,Ирколь,435.9,2019,11350.5,11697.82,26.84,3.1,False
СКВ-01760,Ирколь,546.4,2019,11382.31,11897.47,21.77,4.5,False
СКВ-01761,Ирколь,788.4,2019,22694.3,22987.77,29.16,1.3,False
СКВ-01762,Ирколь,875.7,2019,19628.190000000002,20506.47,23.42,4.5,False
СКВ-01763,Северный Харасан,323.2,2019,9368.6,9991.67,30.91,6.7,False
СКВ-01764,Северный Харасан,539.5,2019,11679.45,12783.94,23.7,9.5,False
СКВ-01765,Северный Харасан,459.7,2019,15729.289999999999,16831.2,36.61,7.0,False
СКВ-01766,Заречное,872.9,2019,20768.75,21126.42,24.2,1.7,False
СКВ-01767,Заречное,829.2,2019,27691.160000000003,29502.23,35.58,6.5,False
СКВ-01768,Заречное,643.0,2019,15532.31,16271.23,25.31,4.8,False
СКВ-01769,Заречное,510.2,2019,14585.08,15097.14,29.59,3.5,False
СКВ-01770,Заречное,429.2,2019,10542.46,11250.96,26.21,6.7,False
СКВ-01771,Заречное,840.4,2019,16710.84,17713.84,21.08,6.0,False
СКВ-01772,Инкай,578.0,2019,16163.33,16949.5,29.32,4.9,False
СКВ-01773,Инкай,411.2,2019,13918.67,14843.43,36.1,6.6,False
СКВ-01774,Инкай,468.2,2019,11126.48,11556.56,24.68,3.9,False
СКВ-01775,Инкай,684.5,2019,19293.64,19956.35,29.15,3.4,False
СКВ-01776,Инкай,847.9,2019,18709.74,20445.18,24.11,9.3,False
СКВ-01777,Инкай,525.3,2019,10064.42,10665.619999999999,20.3,6.0,False
СКВ-01778,Инкай,730.3,2019,20731.18,21371.96,29.26,3.1,False
СКВ-01779,Инкай,855.0,2019,21123.74,21895.89,25.61,3.7,False
СКВ-01780,Инкай,800.9,2019,20651.98,22002.97,27.47,6.5,False
СКВ-01781,Буденовское,469.0,2019,15232.76,16265.539999999999,34.68,6.8,False
СКВ-01782,Буденовское,395.5,2019,11686.46,11839.26,29.93,1.3,False
СКВ-01783,Буденовское,340.2,2019,9488.61,10200.14,29.98,7.5,False
СКВ-01784,Акдала,581.1,2019,14861.72,15742.79,27.09,5.9,False
СКВ-01785,Акдала,880.0,2019,29190.91,30468.129999999997,34.62,4.4,False
СКВ-01786,Акдала,705.4,2019,12974.05,13246.4,18.78,2.1,False
СКВ-01787,Акдала,509.3,2019,13848.98,14487.099999999999,28.45,4.6,False
СКВ-01788,Акдала,813.6,2019,25003.91,25861.690000000002,31.79,3.4,False
СКВ-01789,Акдала,886.5,2019,21531.95,22615.739999999998,25.51,5.0,False
СКВ-01790,Акдала,497.2,2019,16355.98,18216.84,36.64,11.4,False
СКВ-01791,Акдала,616.5,2019,17351.82,18669.97,30.28,7.6,False
СКВ-01792,Акдала,495.6,2019,14368.04,15505.98,31.29,7.9,False
СКВ-01793,Акдала,493.7,2019,15292.68,16177.6,32.77,5.8,False
СКВ-01794,Акдала,786.1,2019,21508.95,23171.04,29.48,7.7,False
СКВ-01795,Акдала,717.9,2019,20627.71,21740.08,30.28,5.4,False
СКВ-01796,Южный Инкай,418.2,2019,11429.15,12293.59,29.4,7.6,False
СКВ-01797,Южный Инкай,552.0,2019,11975.64,12918.82,23.4,7.9,False
СКВ-01798,Южный Инкай,861.4,2019,29246.769999999997,32158.45,37.33,10.0,False
СКВ-01799,Южный Инкай,796.7,2019,19120.07,19801.170000000002,24.85,3.6,False
СКВ-01800,Южный Инкай,530.8,2019,14413.68,15339.32,28.9,6.4,False
СКВ-01801,Южный Инкай,584.6,2019,13408.72,13811.12,23.62,3.0,False
СКВ-01802,Южный Инкай,754.7,2019,20702.04,21178.47,28.06,2.3,False
СКВ-01803,Южный Инкай,561.4,2019,13483.21,14675.49,26.14,8.8,False
СКВ-01804,Южный Инкай,884.4,2019,30873.81,32618.35,36.88,5.7,False
СКВ-01805,Южный Инкай,564.2,2019,12552.630000000001,12667.77,22.45,0.9,False
СКВ-01806,Харасан,803.7,2019,26533.899999999998,27612.0,34.36,4.1,False
СКВ-01807,Харасан,651.3,2019,19784.72,21173.05,32.51,7.0,False
СКВ-01808,Харасан,802.9,2019,25431.03,25633.46,31.93,0.8,False
СКВ-01809,Харасан,488.9,2019,13053.0,13923.619999999999,28.48,6.7,False
СКВ-01810,Харасан,570.3,2019,14451.220000000001,15281.7,26.8,5.7,False
СКВ-01811,Харасан,495.7,2019,11896.49,12441.470000000001,25.1,4.6,False
СКВ-01812,Мынкудук,895.0,2019,24552.350000000002,25113.72,28.06,2.3,False
СКВ-01813,Мынкудук,419.7,2019,8187.03,8563.76,20.4,4.6,False
СКВ-01814,Мынкудук,703.7,2019,18887.45,20471.02,29.09,8.4,False
СКВ-01815,Мынкудук,509.0,2019,15717.65,16227.5,31.88,3.2,False
СКВ-01816,Мынкудук,495.4,2019,14232.84,14881.73,30.04,4.6,False
СКВ-01817,Мынкудук,427.3,2019,10108.24,10117.199999999999,23.68,0.1,False
СКВ-01818,Мынкудук,609.4,2019,16956.46,17526.63,28.76,3.4,False
СКВ-01819,Мынкудук,542.0,2019,20569.84,21528.15,39.72,4.7,False
СКВ-01820,Мынкудук,618.3,2019,17195.65,18892.4,30.56,9.9,False
СКВ-01821,Мынкудук,626.3,2019,17425.84,18995.33,30.33,9.0,False
СКВ-01822,Мынкудук,563.9,2019,13945.27,14597.349999999999,25.89,4.7,False
СКВ-01823,Канжуган,539.7,2019,15377.89,16428.97,30.44,6.8,False
СКВ-01824,Канжуган,525.2,2019,12740.539999999999,13247.82,25.22,4.0,False
СКВ-01825,Канжуган,210.5,2019,6262.67,6692.53,31.79,6.9,False
СКВ-01826,Канжуган,310.1,2019,11420.56,12000.189999999999,38.7,5.1,False
СКВ-01827,Канжуган,330.1,2019,9240.99,10037.24,30.41,8.6,False
СКВ-01828,Уванас,479.4,2019,12602.46,12945.44,27.0,2.7,False
СКВ-01829,Уванас,697.0,2019,21220.01,22508.38,32.29,6.1,False
СКВ-01830,Уванас,891.7,2019,21185.12,21931.84,24.6,3.5,False
СКВ-01831,Уванас,673.5,2019,29533.68,31841.230000000003,47.28,7.8,False
СКВ-01832,Уванас,876.8,2019,20698.86,22998.9,26.23,11.1,False
СКВ-01833,Уванас,725.9,2019,20200.23,21440.4,29.54,6.1,False
СКВ-01834,Уванас,865.1,2019,17544.73,18417.16,21.29,5.0,False
СКВ-01835,Уванас,552.2,2019,12990.52,13785.2,24.96,6.1,False
СКВ-01836,Ирколь,780.0,2019,23106.07,23251.97,29.81,0.6,False
СКВ-01837,Ирколь,706.6,2019,18184.52,19514.55,27.62,7.3,False
СКВ-01838,Ирколь,617.9,2019,13698.4,14616.470000000001,23.66,6.7,False
СКВ-01839,Ирколь,434.5,2019,11347.18,11827.949999999999,27.22,4.2,False
СКВ-01840,Ирколь,878.6,2019,28328.74,28483.44,32.42,0.5,False
СКВ-01841,Ирколь,507.3,2019,23120.84,24091.65,47.49,4.2,False
СКВ-01842,Ирколь,441.2,2019,13816.52,15175.08,34.4,9.8,False
СКВ-01843,Северный Харасан,592.3,2019,16498.21,17096.77,28.87,3.6,False
СКВ-01844,Северный Харасан,309.8,2019,8868.32,9633.960000000001,31.1,8.6,False
СКВ-01845,Северный Харасан,548.1,2019,15625.04,16616.84,30.32,6.3,False
СКВ-01846,Северный Харасан,260.3,2019,6467.16,6637.66,25.5,2.6,False
СКВ-01847,Северный Харасан,451.2,2019,14224.92,15443.37,34.23,8.6,False
СКВ-01848,Заречное,801.5,2019,16579.87,17356.25,21.65,4.7,False
СКВ-01849,Заречное,712.5,2019,20201.96,21246.120000000003,29.82,5.2,False
СКВ-01850,Заречное,405.1,2019,10899.26,11559.97,28.54,6.1,False
СКВ-01851,Заречное,796.3,2019,18912.98,20763.649999999998,26.08,9.8,False
СКВ-01852,Заречное,643.5,2019,15512.39,17271.3,26.84,11.3,False
СКВ-01853,Заречное,635.2,2019,12703.39,13622.13,21.45,7.2,False
СКВ-01854,Заречное,886.2,2019,22839.01,24572.489999999998,27.73,7.6,False
СКВ-01855,Инкай,517.3,2019,15224.6,15992.740000000002,30.92,5.0,False
СКВ-01856,Инкай,775.7,2019,27437.96,28218.76,36.38,2.8,False
СКВ-01857,Инкай,417.7,2019,11093.550000000001,11491.43,27.51,3.6,False
СКВ-01858,Инкай,708.0,2019,22040.21,22431.61,31.68,1.8,False
СКВ-01859,Инкай,581.1,2019,17348.63,18254.559999999998,31.41,5.2,False
СКВ-01860,Инкай,482.8,2019,13499.94,14159.06,29.33,4.9,False
СКВ-01861,Инкай,739.1,2019,18323.19,18708.61,25.31,2.1,False
СКВ-01862,Инкай,595.3,2019,12036.14,12684.66,21.31,5.4,False
СКВ-01863,Инкай,619.7,2019,18038.26,17865.89,28.83,-1.0,False
СКВ-01864,Инкай,834.9,2019,21536.07,23338.920000000002,27.95,8.4,False
СКВ-01865,Инкай,698.7,2019,18981.940000000002,20300.95,29.06,6.9,False
СКВ-01866,Инкай,559.3,2019,27234.559999999998,28936.67,51.74,6.2,False
СКВ-01867,Инкай,672.5,2019,18392.13,19001.0,28.25,3.3,False
СКВ-01868,Буденовское,422.7,2019,17114.56,18700.86,44.24,9.3,False
СКВ-01869,Буденовское,297.4,2019,13199.2,13514.5,45.44,2.4,False
СКВ-01870,Буденовское,225.7,2019,8784.29,9356.8,41.46,6.5,False
СКВ-01871,Буденовское,404.5,2019,11481.99,12078.62,29.86,5.2,False
СКВ-01872,Акдала,416.0,2019,13567.42,13978.7,33.6,3.0,False
СКВ-01873,Акдала,825.3,2019,29573.47,30477.47,36.93,3.1,False
СКВ-01874,Акдала,757.3,2019,28466.72,29700.58,39.22,4.3,False
СКВ-01875,Акдала,833.8,2019,31940.07,33401.45,40.06,4.6,False
СКВ-01876,Акдала,880.8,2019,26591.45,27581.510000000002,31.31,3.7,False
СКВ-01877,Акдала,674.7,2019,23087.89,24377.629999999997,36.13,5.6,False
СКВ-01878,Акдала,793.7,2019,29457.71,31352.27,39.5,6.4,False
СКВ-01879,Акдала,650.2,2019,20887.03,23151.45,35.61,10.8,False
СКВ-01880,Южный Инкай,405.1,2019,7817.94,8521.220000000001,21.03,9.0,False
СКВ-01881,Южный Инкай,560.8,2019,23110.920000000002,24493.67,43.68,6.0,False
СКВ-01882,Южный Инкай,711.5,2019,18625.75,19347.120000000003,27.19,3.9,False
СКВ-01883,Южный Инкай,683.7,2019,25823.69,28071.43,41.06,8.7,False
СКВ-01884,Южный Инкай,852.5,2019,24124.19,25860.5,30.33,7.2,False
СКВ-01885,Южный Инкай,444.5,2019,14136.05,14904.0,33.53,5.4,False
СКВ-01886,Южный Инкай,663.4,2019,17623.96,19061.52,28.73,8.2,False
СКВ-01887,Харасан,502.5,2019,13255.869999999999,13723.3,27.31,3.5,False
СКВ-01888,Харасан,636.6,2019,18388.5,19698.17,30.94,7.1,False
СКВ-01889,Харасан,739.1,2019,23645.4,25164.07,34.05,6.4,False
СКВ-01890,Харасан,489.5,2019,15415.18,16492.09,33.69,7.0,False
СКВ-01891,Харасан,655.8,2019,17520.989999999998,18469.9,28.16,5.4,False
СКВ-01892,Харасан,625.9,2019,15031.35,16010.35,25.58,6.5,False
СКВ-01893,Харасан,512.5,2019,21684.91,22713.230000000003,44.32,4.7,False
СКВ-01894,Харасан,558.5,2019,18185.88,18671.89,33.43,2.7,False
СКВ-01895,Мынкудук,822.2,2019,20706.09,21512.17,26.16,3.9,False
СКВ-01896,Мынкудук,400.2,2019,9016.45,9244.48,23.1,2.5,False
СКВ-01897,Мынкудук,768.1,2019,21089.35,22347.04,29.09,6.0,False
СКВ-01898,Мынкудук,655.7,2019,20113.22,21494.41,32.78,6.9,False
СКВ-01899,Мынкудук,642.1,2019,13765.23,14662.96,22.84,6.5,False
СКВ-01900,Мынкудук,556.6,2019,15442.99,17052.27,30.64,10.4,False
СКВ-01901,Мынкудук,703.5,2019,20119.94,21503.629999999997,30.57,6.9,False
СКВ-01902,Мынкудук,417.7,2019,9502.380000000001,9917.41,23.74,4.4,False
СКВ-01903,Мынкудук,527.0,2019,15360.19,16550.98,31.41,7.8,False
СКВ-01904,Канжуган,298.9,2019,7676.68,8150.639999999999,27.27,6.2,False
СКВ-01905,Канжуган,342.6,2019,13460.6,13828.869999999999,40.36,2.7,False
СКВ-01906,Уванас,761.8,2019,21083.079999999998,21800.65,28.62,3.4,False
СКВ-01907,Уванас,614.9,2019,16217.08,17303.9,28.14,6.7,False
СКВ-01908,Уванас,412.0,2019,15945.75,17031.85,41.34,6.8,False
СКВ-01909,Уванас,481.1,2019,14752.9,15789.46,32.82,7.0,False
СКВ-01910,Уванас,545.1,2019,15558.140000000001,16117.37,29.57,3.6,False
СКВ-01911,Уванас,546.7,2019,18159.99,19171.8,35.07,5.6,False
СКВ-01912,Уванас,646.7,2019,18850.260000000002,20323.66,31.43,7.8,False
СКВ-01913,Ирколь,438.3,2019,11097.64,11748.529999999999,26.8,5.9,False
СКВ-01914,Ирколь,719.0,2019,22148.96,22963.16,31.94,3.7,False
СКВ-01915,Ирколь,478.4,2019,13133.21,14137.08,29.55,7.6,False
СКВ-01916,Ирколь,507.3,2019,12703.36,13448.36,26.51,5.9,False
СКВ-01917,Ирколь,758.5,2019,20123.59,21491.48,28.33,6.8,False
СКВ-01918,Ирколь,475.6,2019,16528.98,18084.03,38.02,9.4,False
СКВ-01919,Ирколь,437.2,2019,10630.65,11666.96,26.69,9.7,False
СКВ-01920,Ирколь,685.8,2019,26122.86,26465.18,38.59,1.3,False
СКВ-01921,Северный Харасан,420.5,2019,17824.34,17992.59,42.79,0.9,False
СКВ-01922,Северный Харасан,214.5,2019,6600.82,7044.7,32.84,6.7,False
СКВ-01923,Северный Харасан,308.0,2019,10923.240000000002,11164.76,36.25,2.2,False
СКВ-01924,Северный Харасан,368.9,2019,13226.42,13562.35,36.76,2.5,False
СКВ-01925,Заречное,802.0,2019,22249.68,23019.81,28.7,3.5,False
СКВ-01926,Заречное,860.4,2019,29873.24,32289.08,37.53,8.1,False
СКВ-01927,Заречное,557.5,2019,14724.69,15332.08,27.5,4.1,False
СКВ-01928,Заречное,743.8,2019,19588.9,20316.53,27.31,3.7,False
СКВ-01929,Заречное,754.4,2019,25172.81,26122.28,34.63,3.8,False
СКВ-01930,Инкай,490.7,2020,13992.16,15335.52,31.25,9.6,False
СКВ-01931,Инкай,652.3,2020,14533.55,16149.98,24.76,11.1,False
СКВ-01932,Инкай,766.1,2020,25751.29,27842.600000000002,36.34,8.1,False
СКВ-01933,Инкай,773.4,2020,26549.95,28828.45,37.27,8.6,False
СКВ-01934,Инкай,459.4,2020,10115.699999999999,10840.710000000001,23.6,7.2,False
СКВ-01935,Инкай,446.5,2020,12784.79,13283.54,29.75,3.9,False
СКВ-01936,Инкай,781.3,2020,21762.96,22355.65,28.61,2.7,False
СКВ-01937,Инкай,786.7,2020,20337.94,21071.35,26.78,3.6,False
СКВ-01938,Инкай,769.2,2020,27769.65,29831.780000000002,38.78,7.4,False
СКВ-01939,Инкай,723.8,2020,22851.26,23916.54,33.04,4.7,False
СКВ-01940,Инкай,557.8,2020,20632.07,21701.11,38.9,5.2,False
СКВ-01941,Инкай,535.6,2020,18176.73,18986.09,35.45,4.5,False
СКВ-01942,Инкай,456.8,2020,14132.42,14602.39,31.97,3.3,False
СКВ-01943,Инкай,728.2,2020,15829.759999999998,16700.2,22.93,5.5,False
СКВ-01944,Инкай,704.4,2020,23136.68,24299.01,34.5,5.0,False
СКВ-01945,Буденовское,421.5,2020,16471.66,17358.04,41.18,5.4,False
СКВ-01946,Буденовское,431.3,2020,16356.369999999999,17123.190000000002,39.7,4.7,False
СКВ-01947,Буденовское,418.2,2020,13668.79,14266.960000000001,34.12,4.4,False
СКВ-01948,Буденовское,421.3,2020,15168.76,16182.82,38.41,6.7,False
СКВ-01949,Буденовское,343.6,2020,12721.7,13444.24,39.13,5.7,False
СКВ-01950,Акдала,750.4,2020,27798.63,30299.1,40.38,9.0,False
СКВ-01951,Акдала,420.7,2020,10873.7,10930.06,25.98,0.5,False
СКВ-01952,Акдала,839.8,2020,23605.18,23911.04,28.47,1.3,False
СКВ-01953,Акдала,695.5,2020,20820.05,22297.14,32.06,7.1,False
СКВ-01954,Акдала,752.5,2020,28851.27,30331.05,40.31,5.1,False
СКВ-01955,Акдала,515.2,2020,15092.27,15703.74,30.48,4.1,False
СКВ-01956,Акдала,757.4,2020,24126.940000000002,25661.39,33.88,6.4,False
СКВ-01957,Акдала,648.2,2020,22537.22,24728.789999999997,38.15,9.7,False
СКВ-01958,Акдала,899.5,2020,25840.39,26946.2,29.96,4.3,False
СКВ-01959,Акдала,465.5,2020,14089.35,14419.03,30.98,2.3,False
СКВ-01960,Акдала,737.2,2020,18950.98,19936.86,27.04,5.2,False
СКВ-01961,Южный Инкай,500.1,2020,21648.75,23777.99,47.55,9.8,False
СКВ-01962,Южный Инкай,751.6,2020,27693.58,28360.370000000003,37.73,2.4,False
СКВ-01963,Южный Инкай,646.3,2020,18986.010000000002,19831.1,30.68,4.5,False
СКВ-01964,Южный Инкай,723.3,2020,23379.37,24783.36,34.26,6.0,False
СКВ-01965,Южный Инкай,865.2,2020,18164.95,19742.48,22.82,8.7,False
СКВ-01966,Харасан,852.0,2020,33516.45,35051.49,41.14,4.6,False
СКВ-01967,Харасан,434.7,2020,12113.22,13089.34,30.11,8.1,False
СКВ-01968,Харасан,573.2,2020,19427.2,19760.92,34.47,1.7,False
СКВ-01969,Харасан,745.9,2020,27358.81,29053.91,38.95,6.2,False
СКВ-01970,Харасан,691.9,2020,23795.78,24053.9,34.76,1.1,False
СКВ-01971,Харасан,671.1,2020,22030.52,22650.76,33.75,2.8,False
СКВ-01972,Харасан,544.2,2020,18578.05,19233.56,35.34,3.5,False
СКВ-01973,Харасан,505.6,2020,19950.38,20910.14,41.36,4.8,False
СКВ-01974,Харасан,839.6,2020,27545.56,28588.34,34.05,3.8,False
СКВ-01975,Мынкудук,708.0,2020,20253.8,22261.54,31.44,9.9,False
СКВ-01976,Мынкудук,697.0,2020,22216.1,23197.35,33.28,4.4,False
СКВ-01977,Мынкудук,896.7,2020,20157.06,21606.83,24.1,7.2,False
СКВ-01978,Мынкудук,870.2,2020,31503.07,33302.1,38.27,5.7,False
СКВ-01979,Мынкудук,415.1,2020,13310.97,14330.6,34.52,7.7,False
СКВ-01980,Мынкудук,757.6,2020,28377.95,29639.29,39.12,4.4,False
СКВ-01981,Мынкудук,827.8,2020,18453.04,20405.2,24.65,10.6,False
СКВ-01982,Мынкудук,837.4,2020,25110.61,26184.46,31.27,4.3,False
СКВ-01983,Мынкудук,773.0,2020,16642.31,17601.69,22.77,5.8,False
СКВ-01984,Мынкудук,763.2,2020,21437.48,22945.4,30.06,7.0,False
СКВ-01985,Мынкудук,667.0,2020,23379.86,23337.02,34.99,-0.2,False
СКВ-01986,Мынкудук,432.1,2020,14627.93,14797.65,34.25,1.2,False
СКВ-01987,Мынкудук,588.5,2020,18975.05,19969.8,33.93,5.2,False
СКВ-01988,Канжуган,563.4,2020,17759.89,19410.59,34.45,9.3,False
СКВ-01989,Канжуган,331.0,2020,13950.210000000001,14888.52,44.98,6.7,False
СКВ-01990,Канжуган,359.0,2020,11417.02,12394.71,34.53,8.6,False
СКВ-01991,Канжуган,539.5,2020,23677.71,25959.05,48.12,9.6,False
СКВ-01992,Уванас,790.0,2020,25693.78,27387.690000000002,34.67,6.6,False
СКВ-01993,Уванас,647.0,2020,17512.47,18739.71,28.96,7.0,False
СКВ-01994,Уванас,892.8,2020,28307.489999999998,30384.76,34.03,7.3,False
СКВ-01995,Уванас,754.0,2020,33677.02,35115.99,46.57,4.3,False
СКВ-01996,Ирколь,400.4,2020,14543.6,15318.5,38.26,5.3,False
СКВ-01997,Ирколь,742.6,2020,25671.6,26284.96,35.4,2.4,False
СКВ-01998,Ирколь,886.3,2020,27056.61,28500.670000000002,32.16,5.3,False
